sample_id,category,subtype,mode,intensity,file_path
pressure_noise_recover_0301,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0301.csv
temperature_noise_recover_0302,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0302.csv
vibration_noise_recover_0303,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0303.csv
pressure_noise_recover_0304,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0304.csv
temperature_noise_recover_0305,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0305.csv
vibration_noise_recover_0306,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0306.csv
pressure_noise_recover_0307,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0307.csv
temperature_noise_recover_0308,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0308.csv
vibration_noise_recover_0309,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0309.csv
pressure_noise_recover_0310,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0310.csv
temperature_noise_recover_0311,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0311.csv
vibration_noise_recover_0312,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0312.csv
pressure_noise_recover_0313,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0313.csv
temperature_noise_recover_0314,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0314.csv
vibration_noise_recover_0315,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0315.csv
pressure_noise_recover_0316,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0316.csv
temperature_noise_recover_0317,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0317.csv
vibration_noise_recover_0318,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0318.csv
pressure_noise_recover_0319,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0319.csv
temperature_noise_recover_0320,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0320.csv
vibration_noise_recover_0321,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0321.csv
pressure_noise_recover_0322,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0322.csv
temperature_noise_recover_0323,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0323.csv
vibration_noise_recover_0324,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0324.csv
pressure_noise_recover_0325,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0325.csv
temperature_noise_recover_0326,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0326.csv
vibration_noise_recover_0327,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0327.csv
pressure_noise_recover_0328,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0328.csv
temperature_noise_recover_0329,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0329.csv
vibration_noise_recover_0330,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0330.csv
pressure_noise_recover_0331,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0331.csv
temperature_noise_recover_0332,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0332.csv
vibration_noise_recover_0333,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0333.csv
pressure_noise_recover_0334,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0334.csv
temperature_noise_recover_0335,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0335.csv
vibration_noise_recover_0336,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0336.csv
pressure_noise_recover_0337,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0337.csv
temperature_noise_recover_0338,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0338.csv
vibration_noise_recover_0339,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0339.csv
pressure_noise_recover_0340,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0340.csv
temperature_noise_recover_0341,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0341.csv
vibration_noise_recover_0342,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0342.csv
pressure_noise_recover_0343,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0343.csv
temperature_noise_recover_0344,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0344.csv
vibration_noise_recover_0345,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0345.csv
pressure_noise_recover_0346,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0346.csv
temperature_noise_recover_0347,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0347.csv
vibration_noise_recover_0348,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0348.csv
pressure_noise_recover_0349,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0349.csv
temperature_noise_recover_0350,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0350.csv
vibration_noise_recover_0351,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0351.csv
pressure_noise_recover_0352,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0352.csv
temperature_noise_recover_0353,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0353.csv
vibration_noise_recover_0354,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0354.csv
pressure_noise_recover_0355,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0355.csv
temperature_noise_recover_0356,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0356.csv
vibration_noise_recover_0357,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0357.csv
pressure_noise_recover_0358,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0358.csv
temperature_noise_recover_0359,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0359.csv
vibration_noise_recover_0360,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0360.csv
pressure_noise_recover_0361,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0361.csv
temperature_noise_recover_0362,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0362.csv
vibration_noise_recover_0363,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0363.csv
pressure_noise_recover_0364,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0364.csv
temperature_noise_recover_0365,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0365.csv
vibration_noise_recover_0366,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0366.csv
pressure_noise_recover_0367,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0367.csv
temperature_noise_recover_0368,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0368.csv
vibration_noise_recover_0369,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0369.csv
pressure_noise_recover_0370,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0370.csv
temperature_noise_recover_0371,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0371.csv
vibration_noise_recover_0372,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0372.csv
pressure_noise_recover_0373,pressure,noise,recover,low,synthetic_data\sensor_faults\pressure_noise_recover_low_0373.csv
temperature_noise_recover_0374,temperature,noise,recover,low,synthetic_data\sensor_faults\temperature_noise_recover_low_0374.csv
vibration_noise_recover_0375,vibration,noise,recover,low,synthetic_data\sensor_faults\vibration_noise_recover_low_0375.csv
pressure_noise_recover_0376,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0376.csv
temperature_noise_recover_0377,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0377.csv
vibration_noise_recover_0378,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0378.csv
pressure_noise_recover_0379,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0379.csv
temperature_noise_recover_0380,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0380.csv
vibration_noise_recover_0381,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0381.csv
pressure_noise_recover_0382,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0382.csv
temperature_noise_recover_0383,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0383.csv
vibration_noise_recover_0384,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0384.csv
pressure_noise_recover_0385,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0385.csv
temperature_noise_recover_0386,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0386.csv
vibration_noise_recover_0387,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0387.csv
pressure_noise_recover_0388,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0388.csv
temperature_noise_recover_0389,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0389.csv
vibration_noise_recover_0390,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0390.csv
pressure_noise_recover_0391,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0391.csv
temperature_noise_recover_0392,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0392.csv
vibration_noise_recover_0393,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0393.csv
pressure_noise_recover_0394,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0394.csv
temperature_noise_recover_0395,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0395.csv
vibration_noise_recover_0396,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0396.csv
pressure_noise_recover_0397,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0397.csv
temperature_noise_recover_0398,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0398.csv
vibration_noise_recover_0399,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0399.csv
pressure_noise_recover_0400,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0400.csv
temperature_noise_recover_0401,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0401.csv
vibration_noise_recover_0402,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0402.csv
pressure_noise_recover_0403,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0403.csv
temperature_noise_recover_0404,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0404.csv
vibration_noise_recover_0405,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0405.csv
pressure_noise_recover_0406,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0406.csv
temperature_noise_recover_0407,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0407.csv
vibration_noise_recover_0408,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0408.csv
pressure_noise_recover_0409,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0409.csv
temperature_noise_recover_0410,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0410.csv
vibration_noise_recover_0411,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0411.csv
pressure_noise_recover_0412,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0412.csv
temperature_noise_recover_0413,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0413.csv
vibration_noise_recover_0414,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0414.csv
pressure_noise_recover_0415,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0415.csv
temperature_noise_recover_0416,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0416.csv
vibration_noise_recover_0417,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0417.csv
pressure_noise_recover_0418,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0418.csv
temperature_noise_recover_0419,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0419.csv
vibration_noise_recover_0420,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0420.csv
pressure_noise_recover_0421,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0421.csv
temperature_noise_recover_0422,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0422.csv
vibration_noise_recover_0423,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0423.csv
pressure_noise_recover_0424,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0424.csv
temperature_noise_recover_0425,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0425.csv
vibration_noise_recover_0426,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0426.csv
pressure_noise_recover_0427,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0427.csv
temperature_noise_recover_0428,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0428.csv
vibration_noise_recover_0429,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0429.csv
pressure_noise_recover_0430,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0430.csv
temperature_noise_recover_0431,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0431.csv
vibration_noise_recover_0432,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0432.csv
pressure_noise_recover_0433,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0433.csv
temperature_noise_recover_0434,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0434.csv
vibration_noise_recover_0435,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0435.csv
pressure_noise_recover_0436,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0436.csv
temperature_noise_recover_0437,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0437.csv
vibration_noise_recover_0438,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0438.csv
pressure_noise_recover_0439,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0439.csv
temperature_noise_recover_0440,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0440.csv
vibration_noise_recover_0441,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0441.csv
pressure_noise_recover_0442,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0442.csv
temperature_noise_recover_0443,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0443.csv
vibration_noise_recover_0444,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0444.csv
pressure_noise_recover_0445,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0445.csv
temperature_noise_recover_0446,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0446.csv
vibration_noise_recover_0447,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0447.csv
pressure_noise_recover_0448,pressure,noise,recover,high,synthetic_data\sensor_faults\pressure_noise_recover_high_0448.csv
temperature_noise_recover_0449,temperature,noise,recover,high,synthetic_data\sensor_faults\temperature_noise_recover_high_0449.csv
vibration_noise_recover_0450,vibration,noise,recover,high,synthetic_data\sensor_faults\vibration_noise_recover_high_0450.csv
leak+blockage_start_0001,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0001.csv
leak+temp+vib_low_0002,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0002.csv
 blockage+pressure_low_0003, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0003.csv
leak+blockage_start_0004,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0004.csv
leak+temp+vib_low_0005,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0005.csv
 blockage+pressure_low_0006, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0006.csv
leak+blockage_start_0007,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0007.csv
leak+temp+vib_low_0008,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0008.csv
 blockage+pressure_low_0009, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0009.csv
leak+blockage_start_0010,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0010.csv
leak+temp+vib_low_0011,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0011.csv
 blockage+pressure_low_0012, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0012.csv
leak+blockage_start_0013,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0013.csv
leak+temp+vib_low_0014,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0014.csv
 blockage+pressure_low_0015, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0015.csv
leak+blockage_start_0016,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0016.csv
leak+temp+vib_low_0017,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0017.csv
 blockage+pressure_low_0018, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0018.csv
leak+blockage_start_0019,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0019.csv
leak+temp+vib_low_0020,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0020.csv
 blockage+pressure_low_0021, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0021.csv
leak+blockage_start_0022,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0022.csv
leak+temp+vib_low_0023,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0023.csv
 blockage+pressure_low_0024, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0024.csv
leak+blockage_start_0025,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0025.csv
leak+temp+vib_low_0026,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0026.csv
 blockage+pressure_low_0027, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0027.csv
leak+blockage_start_0028,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0028.csv
leak+temp+vib_low_0029,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0029.csv
 blockage+pressure_low_0030, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0030.csv
leak+blockage_start_0031,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0031.csv
leak+temp+vib_low_0032,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0032.csv
 blockage+pressure_low_0033, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0033.csv
leak+blockage_start_0034,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0034.csv
leak+temp+vib_low_0035,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0035.csv
 blockage+pressure_low_0036, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0036.csv
leak+blockage_start_0037,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0037.csv
leak+temp+vib_low_0038,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0038.csv
 blockage+pressure_low_0039, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0039.csv
leak+blockage_start_0040,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0040.csv
leak+temp+vib_low_0041,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0041.csv
 blockage+pressure_low_0042, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0042.csv
leak+blockage_start_0043,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0043.csv
leak+temp+vib_low_0044,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0044.csv
 blockage+pressure_low_0045, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0045.csv
leak+blockage_start_0046,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0046.csv
leak+temp+vib_low_0047,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0047.csv
 blockage+pressure_low_0048, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0048.csv
leak+blockage_start_0049,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0049.csv
leak+temp+vib_low_0050,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0050.csv
 blockage+pressure_low_0051, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0051.csv
leak+blockage_start_0052,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0052.csv
leak+temp+vib_low_0053,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0053.csv
 blockage+pressure_low_0054, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0054.csv
leak+blockage_start_0055,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0055.csv
leak+temp+vib_low_0056,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0056.csv
 blockage+pressure_low_0057, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0057.csv
leak+blockage_start_0058,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0058.csv
leak+temp+vib_low_0059,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0059.csv
 blockage+pressure_low_0060, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0060.csv
leak+blockage_start_0061,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0061.csv
leak+temp+vib_low_0062,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0062.csv
 blockage+pressure_low_0063, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0063.csv
leak+blockage_start_0064,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0064.csv
leak+temp+vib_low_0065,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0065.csv
 blockage+pressure_low_0066, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0066.csv
leak+blockage_start_0067,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0067.csv
leak+temp+vib_low_0068,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0068.csv
 blockage+pressure_low_0069, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0069.csv
leak+blockage_start_0070,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0070.csv
leak+temp+vib_low_0071,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0071.csv
 blockage+pressure_low_0072, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0072.csv
leak+blockage_start_0073,leak+blockage,start,low,synthetic_data\combined_faults\leak+blockage_start_low_0073.csv
leak+temp+vib_low_0074,leak+temp+vib,low,start,synthetic_data\combined_faults\leak+temp+vib_low_start_0074.csv
 blockage+pressure_low_0075, blockage+pressure,low,start,synthetic_data\combined_faults\ blockage+pressure_low_start_0075.csv
leak+blockage_start_0076,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0076.csv
leak+temp+vib_high_0077,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0077.csv
 blockage+pressure_high_0078, blockage+pressure,high,start,synthetic_data\combined_faults\ blockage+pressure_high_start_0078.csv
leak+blockage_start_0079,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0079.csv
leak+temp+vib_high_0080,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0080.csv
 blockage+pressure_high_0081, blockage+pressure,high,start,synthetic_data\combined_faults\ blockage+pressure_high_start_0081.csv
leak+blockage_start_0082,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0082.csv
leak+temp+vib_high_0083,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0083.csv
 blockage+pressure_high_0084, blockage+pressure,high,start,synthetic_data\combined_faults\ blockage+pressure_high_start_0084.csv
leak+blockage_start_0085,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0085.csv
leak+temp+vib_high_0086,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0086.csv
 blockage+pressure_high_0087, blockage+pressure,high,start,synthetic_data\combined_faults\ blockage+pressure_high_start_0087.csv
leak+blockage_start_0088,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0088.csv
leak+temp+vib_high_0089,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0089.csv
 blockage+pressure_high_0090, blockage+pressure,high,start,synthetic_data\combined_faults\ blockage+pressure_high_start_0090.csv
leak+blockage_start_0091,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0091.csv
leak+temp+vib_high_0092,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0092.csv
 blockage+pressure_high_0093, blockage+pressure,high,start,synthetic_data\combined_faults\ blockage+pressure_high_start_0093.csv
leak+blockage_start_0094,leak+blockage,start,high,synthetic_data\combined_faults\leak+blockage_start_high_0094.csv
leak+temp+vib_high_0095,leak+temp+vib,high,start,synthetic_data\combined_faults\leak+temp+vib_high_start_0095.csv
